Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene4063	lolS	gi_50196905_ref_NC_007530_2_	+	3943028	3943942	0.0	0.0	0.0
gene2001	csaA	gi_50196905_ref_NC_007530_2_	+	1935532	1935861	0.0	0.0	0.0
gene265	GBAA_0256	gi_50196905_ref_NC_007530_2_	-	244124	244240	0.0	0.0	0.0
gene1864	GBAA_1917	gi_50196905_ref_NC_007530_2_	+	1804457	1804888	0.0	0.0	0.0
gene5421	jag	gi_50196905_ref_NC_007530_2_	-	5225270	5225887	0.0	0.0	0.0
gene3413	moeA-2	gi_50196905_ref_NC_007530_2_	-	3327423	3328730	0.0	0.0	0.0
gene2158	thyA	gi_50196905_ref_NC_007530_2_	+	2087991	2088947	0.0	0.0	0.0
gene3863	GBAA_4108	gi_50196905_ref_NC_007530_2_	-	3777683	3778189	0.0	0.0	0.0
gene2002	GBAA_2065	gi_50196905_ref_NC_007530_2_	+	1935879	1936406	0.0	0.0	0.0
gene5177	opuD-2	gi_50196905_ref_NC_007530_2_	-	4967052	4968569	0.0	0.0	0.0
gene2953	GBAA_3105	gi_50196905_ref_NC_007530_2_	-	2856720	2857868	0.0	0.0	0.0
gene266	GBAA_0257	gi_50196905_ref_NC_007530_2_	+	244436	244894	0.0	0.0	0.0
gene2720	GBAA_2847	gi_50196905_ref_NC_007530_2_	-	2640857	2641384	0.0	0.0	0.0
gene1865	GBAA_1918	gi_50196905_ref_NC_007530_2_	+	1804960	1805610	0.0	0.0	0.0
gene4319	GBAA_4590	gi_50196905_ref_NC_007530_2_	+	4170406	4170951	0.0	0.0	0.0
gene3414	GBAA_3624	gi_50196905_ref_NC_007530_2_	-	3328749	3329765	0.0	0.0	0.0
gene2159	dfrA	gi_50196905_ref_NC_007530_2_	+	2088967	2089455	0.0	0.0	0.0
gene2003	GBAA_2066	gi_50196905_ref_NC_007530_2_	-	1936379	1936684	0.0	0.0	0.0
gene4064	GBAA_4319	gi_50196905_ref_NC_007530_2_	-	3943972	3944799	0.0	0.0	0.0
gene4098	argC	gi_50196905_ref_NC_007530_2_	-	3975894	3976931	0.0	0.0	0.0
gene2721	GBAA_2848	gi_50196905_ref_NC_007530_2_	-	2641502	2643124	0.0	0.0	0.0
gene1866	GBAA_1919	gi_50196905_ref_NC_007530_2_	+	1805668	1806270	0.0	0.0	0.0
gene3286	GBAA_3482	gi_50196905_ref_NC_007530_2_	-	3202538	3203860	0.0	0.0	0.0
gene3415	GBAA_3625	gi_50196905_ref_NC_007530_2_	-	3329790	3330569	0.0	0.0	0.0
gene5253	glyA	gi_50196905_ref_NC_007530_2_	-	5046381	5047622	0.0	0.0	0.0
gene4647	GBAA_4937	gi_50196905_ref_NC_007530_2_	-	4481077	4481631	0.0	0.0	0.0
gene2004	GBAA_2067	gi_50196905_ref_NC_007530_2_	-	1936689	1936985	0.0	0.0	0.0
gene1424	lysA	gi_50196905_ref_NC_007530_2_	+	1361348	1362664	0.0	0.0	0.0
gene2722	GBAA_2849	gi_50196905_ref_NC_007530_2_	-	2643145	2644146	0.0	0.0	0.0
gene1867	GBAA_1920	gi_50196905_ref_NC_007530_2_	-	1806242	1806562	0.0	0.0	0.0
gene1319	GBAA_1327	gi_50196905_ref_NC_007530_2_	-	1271641	1272165	0.0	0.0	0.0
gene1428	cysC	gi_50196905_ref_NC_007530_2_	+	1365059	1365652	0.0	0.0	0.0
gene3416	narA-2	gi_50196905_ref_NC_007530_2_	-	3330759	3331775	0.0	0.0	0.0
gene2005	spoIIP	gi_50196905_ref_NC_007530_2_	+	1937075	1938229	0.0	0.0	0.0
gene4429	tig	gi_50196905_ref_NC_007530_2_	-	4282768	4284045	0.0	0.0	0.0
gene4178	GBAA_4438	gi_50196905_ref_NC_007530_2_	-	4043027	4043212	0.0	0.0	0.0
gene4287	comEA	gi_50196905_ref_NC_007530_2_	-	4141540	4142136	0.0	0.0	0.0
gene3864	fosB-2	gi_50196905_ref_NC_007530_2_	+	3778526	3778945	0.0	0.0	0.0
gene2723	GBAA_2850	gi_50196905_ref_NC_007530_2_	-	2644186	2645238	0.0	0.0	0.0
gene1868	GBAA_1921	gi_50196905_ref_NC_007530_2_	+	1806640	1808250	0.0	0.0	0.0
gene2954	GBAA_3106	gi_50196905_ref_NC_007530_2_	-	2858021	2858653	0.0	0.0	0.0
gene1417	GBAA_5744	gi_50196905_ref_NC_007530_2_	+	1354741	1355064	0.0	0.0	0.0
gene3287	GBAA_3483	gi_50196905_ref_NC_007530_2_	-	3203853	3204575	0.0	0.0	0.0
gene4924	GBAA_5203	gi_50196905_ref_NC_007530_2_	+	4722945	4723499	0.0	0.0	0.0
gene2006	GBAA_2069	gi_50196905_ref_NC_007530_2_	+	1938453	1938950	0.0	0.0	0.0
gene3065	GBAA_3234	gi_50196905_ref_NC_007530_2_	-	2979349	2979774	0.0	0.0	0.0
gene2178	GBAA_2258	gi_50196905_ref_NC_007530_2_	+	2105742	2106230	0.0	0.0	0.0
gene4724	GBAA_5015	gi_50196905_ref_NC_007530_2_	+	4551915	4552094	0.0	0.0	0.0
gene1869	GBAA_1922	gi_50196905_ref_NC_007530_2_	+	1808429	1809442	0.0	0.0	0.0
gene4611	GBAA_4900	gi_50196905_ref_NC_007530_2_	-	4451639	4452781	0.0	0.0	0.0
gene3418	GBAA_3629	gi_50196905_ref_NC_007530_2_	-	3332610	3332954	0.0	0.0	0.0
gene5288	GBAA_5597	gi_50196905_ref_NC_007530_2_	-	5082784	5083386	0.0	0.0	0.0
gene2007	GBAA_2070	gi_50196905_ref_NC_007530_2_	+	1938962	1939702	0.0	0.0	0.0
gene1429	nirA	gi_50196905_ref_NC_007530_2_	+	1365664	1367286	0.0	0.0	0.0
gene41	GBAA_0032	gi_50196905_ref_NC_007530_2_	+	39668	39958	0.0	0.0	0.0
gene4179	GBAA_4439	gi_50196905_ref_NC_007530_2_	-	4043464	4044057	0.0	0.0	0.0
gene2725	divIC-2	gi_50196905_ref_NC_007530_2_	-	2645976	2646332	0.0	0.0	0.0
gene3608	hfq	gi_50196905_ref_NC_007530_2_	-	3516246	3516470	0.0	0.0	0.0
gene4288	GBAA_4554	gi_50196905_ref_NC_007530_2_	+	4142247	4143044	0.0	0.0	0.0
gene1419	GBAA_1433	gi_50196905_ref_NC_007530_2_	+	1356160	1356327	0.0	0.0	0.0
gene1425	GBAA_1439	gi_50196905_ref_NC_007530_2_	+	1362961	1363104	0.0	0.0	0.0
gene2008	GBAA_2071	gi_50196905_ref_NC_007530_2_	+	1939726	1940172	0.0	0.0	0.0
gene42	GBAA_0033	gi_50196905_ref_NC_007530_2_	+	39927	40802	0.0	0.0	0.0
gene3066	GBAA_3235	gi_50196905_ref_NC_007530_2_	+	2979869	2980159	0.0	0.0	0.0
gene2726	GBAA_2854	gi_50196905_ref_NC_007530_2_	-	2646727	2646882	0.0	0.0	0.0
gene4257	recO	gi_50196905_ref_NC_007530_2_	-	4113758	4114504	0.0	0.0	0.0
gene2590	GBAA_2705	gi_50196905_ref_NC_007530_2_	-	2517682	2518062	0.0	0.0	0.0
gene4121	GBAA_4379	gi_50196905_ref_NC_007530_2_	-	3992784	3993191	0.0	0.0	0.0
gene2009	GBAA_2072	gi_50196905_ref_NC_007530_2_	+	1940357	1941832	0.0	0.0	0.0
gene1422	GBAA_1436	gi_50196905_ref_NC_007530_2_	-	1358361	1360247	0.0	0.0	0.0
gene43	abrB	gi_50196905_ref_NC_007530_2_	-	40823	41107	0.0	0.0	0.0
gene5025	murB	gi_50196905_ref_NC_007530_2_	-	4819198	4820115	0.0	0.0	0.0
gene5067	GBAA_5358	gi_50196905_ref_NC_007530_2_	+	4852458	4853768	0.0	0.0	0.0
gene2727	GBAA_2855	gi_50196905_ref_NC_007530_2_	+	2646996	2647427	0.0	0.0	0.0
gene4591	GBAA_4878	gi_50196905_ref_NC_007530_2_	-	4433158	4433499	0.0	0.0	0.0
gene4877	GBAA_5154	gi_50196905_ref_NC_007530_2_	+	4680155	4680760	0.0	0.0	0.0
gene4180	GBAA_4440	gi_50196905_ref_NC_007530_2_	-	4044071	4044694	0.0	0.0	0.0
gene44	metG	gi_50196905_ref_NC_007530_2_	+	41598	43580	0.0	0.0	0.0
gene2728	GBAA_2856	gi_50196905_ref_NC_007530_2_	-	2647684	2647914	0.0	0.0	0.0
gene2592	GBAA_2708	gi_50196905_ref_NC_007530_2_	-	2518730	2519302	0.0	0.0	0.0
gene3067	GBAA_3236	gi_50196905_ref_NC_007530_2_	-	2980328	2981323	0.0	0.0	0.0
gene4181	GBAA_4441	gi_50196905_ref_NC_007530_2_	-	4044727	4045359	0.0	0.0	0.0
gene4932	GBAA_5211	gi_50196905_ref_NC_007530_2_	+	4729449	4729778	0.0	0.0	0.0
gene5424	rpmH	gi_50196905_ref_NC_007530_2_	-	5227127	5227261	0.0	0.0	0.0
gene45	GBAA_0037	gi_50196905_ref_NC_007530_2_	+	43746	44513	0.0	0.0	0.0
gene3573	GBAA_3805	gi_50196905_ref_NC_007530_2_	-	3489954	3492584	0.0	0.0	0.0
gene2729	GBAA_2857	gi_50196905_ref_NC_007530_2_	-	2648226	2648489	0.0	0.0	0.0
gene2593	GBAA_2709	gi_50196905_ref_NC_007530_2_	-	2519483	2520913	0.0	0.0	0.0
gene2182	GBAA_2262	gi_50196905_ref_NC_007530_2_	+	2107921	2108358	0.0	0.0	0.0
gene4425	engB	gi_50196905_ref_NC_007530_2_	-	4276360	4276956	0.0	0.0	0.0
gene46	GBAA_0038	gi_50196905_ref_NC_007530_2_	+	44728	45285	0.0	0.0	0.0
gene330	GBAA_0300	gi_50196905_ref_NC_007530_2_	-	308537	308701	0.0	0.0	0.0
gene4068	GBAA_4323	gi_50196905_ref_NC_007530_2_	-	3947699	3948175	0.0	0.0	0.0
gene2594	GBAA_2710	gi_50196905_ref_NC_007530_2_	+	2521051	2521308	0.0	0.0	0.0
gene2183	GBAA_2263	gi_50196905_ref_NC_007530_2_	+	2108657	2109550	0.0	0.0	0.0
gene3925	GBAA_4174	gi_50196905_ref_NC_007530_2_	-	3825554	3825682	0.0	0.0	0.0
gene4702	GBAA_4993	gi_50196905_ref_NC_007530_2_	-	4532926	4534107	0.0	0.0	0.0
gene47	ksgA	gi_50196905_ref_NC_007530_2_	+	45282	46160	0.0	0.0	0.0
gene331	GBAA_0301	gi_50196905_ref_NC_007530_2_	-	308718	309563	0.0	0.0	0.0
gene1850	GBAA_1902	gi_50196905_ref_NC_007530_2_	+	1785806	1787461	0.0	0.0	0.0
gene2595	GBAA_2711	gi_50196905_ref_NC_007530_2_	+	2521340	2521579	0.0	0.0	0.0
gene3518	GBAA_3740	gi_50196905_ref_NC_007530_2_	-	3439307	3441070	0.0	0.0	0.0
gene3702	GBAA_3942	gi_50196905_ref_NC_007530_2_	-	3617206	3618447	0.0	0.0	0.0
gene2184	GBAA_2264	gi_50196905_ref_NC_007530_2_	+	2109722	2110819	0.0	0.0	0.0
gene5069	GBAA_5361	gi_50196905_ref_NC_007530_2_	+	4855424	4856404	0.0	0.0	0.0
gene48	GBAA_0040	gi_50196905_ref_NC_007530_2_	+	46271	47134	0.0	0.0	0.0
gene332	GBAA_0302	gi_50196905_ref_NC_007530_2_	-	309773	310150	0.0	0.0	0.0
gene1851	GBAA_1903	gi_50196905_ref_NC_007530_2_	+	1788067	1789761	0.0	0.0	0.0
gene2596	GBAA_2712	gi_50196905_ref_NC_007530_2_	-	2521692	2522351	0.0	0.0	0.0
gene3072	GBAA_3245	gi_50196905_ref_NC_007530_2_	-	2985900	2987045	0.0	0.0	0.0
gene2185	GBAA_2265	gi_50196905_ref_NC_007530_2_	+	2110833	2111462	0.0	0.0	0.0
gene1427	sat	gi_50196905_ref_NC_007530_2_	+	1363910	1365046	0.0	0.0	0.0
gene333	GBAA_0304	gi_50196905_ref_NC_007530_2_	+	310485	311174	0.0	0.0	0.0
gene4703	GBAA_4994	gi_50196905_ref_NC_007530_2_	-	4534111	4534608	0.0	0.0	0.0
gene1852	GBAA_1904	gi_50196905_ref_NC_007530_2_	-	1789942	1790487	0.0	0.0	0.0
gene2597	GBAA_2713	gi_50196905_ref_NC_007530_2_	-	2522662	2523099	0.0	0.0	0.0
gene3441	GBAA_3654	gi_50196905_ref_NC_007530_2_	+	3360887	3361480	0.0	0.0	0.0
gene4186	yqhK	gi_50196905_ref_NC_007530_2_	-	4048147	4049622	0.0	0.0	0.0
gene3703	GBAA_3943	gi_50196905_ref_NC_007530_2_	-	3618534	3619433	0.0	0.0	0.0
gene334	pcrA	gi_50196905_ref_NC_007530_2_	+	311187	313430	0.0	0.0	0.0
gene3630	GBAA_3865	gi_50196905_ref_NC_007530_2_	-	3536734	3537756	0.0	0.0	0.0
gene1304	GBAA_1310	gi_50196905_ref_NC_007530_2_	-	1257752	1258867	0.0	0.0	0.0
gene1853	topB-2	gi_50196905_ref_NC_007530_2_	+	1790821	1792965	0.0	0.0	0.0
gene2598	GBAA_2715	gi_50196905_ref_NC_007530_2_	-	2523302	2524417	0.0	0.0	0.0
gene3442	GBAA_3655	gi_50196905_ref_NC_007530_2_	-	3361504	3362535	0.0	0.0	0.0
gene2187	adhP	gi_50196905_ref_NC_007530_2_	+	2112287	2113324	0.0	0.0	0.0
gene3826	GBAA_4069	gi_50196905_ref_NC_007530_2_	-	3748761	3749063	0.0	0.0	0.0
gene335	ligA	gi_50196905_ref_NC_007530_2_	+	313446	315455	0.0	0.0	0.0
gene3519	GBAA_3741	gi_50196905_ref_NC_007530_2_	-	3441070	3442821	0.0	0.0	0.0
gene1854	GBAA_1906	gi_50196905_ref_NC_007530_2_	+	1793234	1794481	0.0	0.0	0.0
gene2599	GBAA_2716	gi_50196905_ref_NC_007530_2_	-	2524543	2525196	0.0	0.0	0.0
gene4614	GBAA_4903	gi_50196905_ref_NC_007530_2_	+	4455852	4456781	0.0	0.0	0.0
gene1443	GBAA_1457	gi_50196905_ref_NC_007530_2_	+	1380188	1380820	0.0	0.0	0.0
gene2188	GBAA_2268	gi_50196905_ref_NC_007530_2_	-	2113475	2114494	0.0	0.0	0.0
gene4631	GBAA_4921	gi_50196905_ref_NC_007530_2_	-	4469809	4471263	0.0	0.0	0.0
gene5340	metA	gi_50196905_ref_NC_007530_2_	-	5138065	5138970	0.0	0.0	0.0
gene4129	GBAA_4387	gi_50196905_ref_NC_007530_2_	-	4001440	4002540	0.0	0.0	0.0
gene336	GBAA_0307	gi_50196905_ref_NC_007530_2_	+	315472	316665	0.0	0.0	0.0
gene3704	pnp	gi_50196905_ref_NC_007530_2_	-	3619585	3621723	0.0	0.0	0.0
gene2710	GBAA_2836	gi_50196905_ref_NC_007530_2_	+	2632274	2633935	0.0	0.0	0.0
gene1855	GBAA_1907	gi_50196905_ref_NC_007530_2_	-	1794608	1795573	0.0	0.0	0.0
gene3631	GBAA_3866	gi_50196905_ref_NC_007530_2_	-	3537749	3538756	0.0	0.0	0.0
gene3444	parE	gi_50196905_ref_NC_007530_2_	-	3365130	3367094	0.0	0.0	0.0
gene2189	GBAA_2269	gi_50196905_ref_NC_007530_2_	-	2114491	2115393	0.0	0.0	0.0
gene5392	GBAA_5709	gi_50196905_ref_NC_007530_2_	-	5199453	5199638	0.0	0.0	0.0
gene337	GBAA_0308	gi_50196905_ref_NC_007530_2_	+	316761	317531	0.0	0.0	0.0
gene4748	GBAA_5043	gi_50196905_ref_NC_007530_2_	-	4572673	4573152	0.0	0.0	0.0
gene4711	GBAA_5002	gi_50196905_ref_NC_007530_2_	+	4541192	4541764	0.0	0.0	0.0
gene1856	acpD	gi_50196905_ref_NC_007530_2_	+	1795933	1796559	0.0	0.0	0.0
gene5211	GBAA_5516	gi_50196905_ref_NC_007530_2_	-	5006319	5008883	0.0	0.0	0.0
gene2300	GBAA_2392	gi_50196905_ref_NC_007530_2_	+	2230499	2231530	0.0	0.0	0.0
gene3445	GBAA_3659	gi_50196905_ref_NC_007530_2_	-	3367470	3367883	0.0	0.0	0.0
gene4124	bfmbB	gi_50196905_ref_NC_007530_2_	-	3995462	3996781	0.0	0.0	0.0
gene4705	GBAA_4996	gi_50196905_ref_NC_007530_2_	-	4535559	4537418	0.0	0.0	0.0
gene338	GBAA_0309	gi_50196905_ref_NC_007530_2_	+	317685	319232	0.0	0.0	0.0
gene4632	GBAA_4922	gi_50196905_ref_NC_007530_2_	+	4471503	4472093	0.0	0.0	0.0
gene4712	GBAA_5003	gi_50196905_ref_NC_007530_2_	+	4541962	4542795	0.0	0.0	0.0
gene3857	GBAA_4101	gi_50196905_ref_NC_007530_2_	-	3774887	3775057	0.0	0.0	0.0
gene3705	rpsO	gi_50196905_ref_NC_007530_2_	-	3621884	3622153	0.0	0.0	0.0
gene2301	GBAA_2393	gi_50196905_ref_NC_007530_2_	+	2231751	2233013	0.0	0.0	0.0
gene3446	GBAA_3660	gi_50196905_ref_NC_007530_2_	-	3367963	3369204	0.0	0.0	0.0
gene4341	GBAA_4612	gi_50196905_ref_NC_007530_2_	-	4190306	4191361	0.0	0.0	0.0
gene4410	radC	gi_50196905_ref_NC_007530_2_	-	4259592	4260269	0.0	0.0	0.0
gene339	GBAA_0310	gi_50196905_ref_NC_007530_2_	+	319418	319567	0.0	0.0	0.0
gene2713	GBAA_2839	gi_50196905_ref_NC_007530_2_	-	2635872	2636180	0.0	0.0	0.0
gene1858	GBAA_1910	gi_50196905_ref_NC_007530_2_	+	1798240	1798659	0.0	0.0	0.0
gene4302	GBAA_4571	gi_50196905_ref_NC_007530_2_	-	4153652	4154275	0.0	0.0	0.0
gene3447	GBAA_3661	gi_50196905_ref_NC_007530_2_	-	3369407	3370084	0.0	0.0	0.0
gene3627	GBAA_3862	gi_50196905_ref_NC_007530_2_	-	3534495	3534722	0.0	0.0	0.0
gene3410	GBAA_3620	gi_50196905_ref_NC_007530_2_	-	3325621	3326670	0.0	0.0	0.0
gene3933	pdhB	gi_50196905_ref_NC_007530_2_	-	3830293	3831270	0.0	0.0	0.0
gene50	sspF	gi_50196905_ref_NC_007530_2_	+	47725	47904	0.0	0.0	0.0
gene4706	GBAA_4997	gi_50196905_ref_NC_007530_2_	-	4537437	4538198	0.0	0.0	0.0
gene2714	GBAA_2840	gi_50196905_ref_NC_007530_2_	-	2636168	2636617	0.0	0.0	0.0
gene1859	GBAA_1912	gi_50196905_ref_NC_007530_2_	+	1799004	1800638	0.0	0.0	0.0
gene4633	GBAA_4923	gi_50196905_ref_NC_007530_2_	+	4472173	4473099	0.0	0.0	0.0
gene2303	GBAA_2395	gi_50196905_ref_NC_007530_2_	-	2234994	2235731	0.0	0.0	0.0
gene5411	ychF	gi_50196905_ref_NC_007530_2_	-	5215025	5216125	0.0	0.0	0.0
gene3706	ribC	gi_50196905_ref_NC_007530_2_	-	3622254	3623225	0.0	0.0	0.0
gene1341	GBAA_1351	gi_50196905_ref_NC_007530_2_	-	1292587	1294083	0.0	0.0	0.0
gene51	ipk	gi_50196905_ref_NC_007530_2_	+	48101	48970	0.0	0.0	0.0
gene3633	exoA	gi_50196905_ref_NC_007530_2_	-	3540042	3540800	0.0	0.0	0.0
gene2715	GBAA_2841	gi_50196905_ref_NC_007530_2_	+	2636876	2637640	0.0	0.0	0.0
gene4411	maf	gi_50196905_ref_NC_007530_2_	-	4260316	4260891	0.0	0.0	0.0
gene2304	GBAA_2396	gi_50196905_ref_NC_007530_2_	+	2235867	2236655	0.0	0.0	0.0
gene3449	GBAA_3663	gi_50196905_ref_NC_007530_2_	-	3370552	3372408	0.0	0.0	0.0
gene4564	dnaE	gi_50196905_ref_NC_007530_2_	-	4413233	4416559	0.0	0.0	0.0
gene5203	lytR	gi_50196905_ref_NC_007530_2_	-	4993371	4994282	0.0	0.0	0.0
gene3342	GBAA_3545	gi_50196905_ref_NC_007530_2_	-	3250831	3251535	0.0	0.0	0.0
gene52	purR	gi_50196905_ref_NC_007530_2_	+	49025	49873	0.0	0.0	0.0
gene5341	GBAA_5656	gi_50196905_ref_NC_007530_2_	-	5138954	5140252	0.0	0.0	0.0
gene2716	GBAA_2842	gi_50196905_ref_NC_007530_2_	+	2637875	2638480	0.0	0.0	0.0
gene4707	GBAA_4998	gi_50196905_ref_NC_007530_2_	-	4538537	4539559	0.0	0.0	0.0
gene2305	GBAA_2397	gi_50196905_ref_NC_007530_2_	+	2236704	2237333	0.0	0.0	0.0
gene5013	GBAA_5299	gi_50196905_ref_NC_007530_2_	-	4801148	4802329	0.0	0.0	0.0
gene4616	GBAA_4905	gi_50196905_ref_NC_007530_2_	+	4457578	4458057	0.0	0.0	0.0
gene4634	mscL	gi_50196905_ref_NC_007530_2_	+	4473228	4473626	0.0	0.0	0.0
gene5343	GBAA_5658	gi_50196905_ref_NC_007530_2_	-	5142044	5142739	0.0	0.0	0.0
gene53	GBAA_0046	gi_50196905_ref_NC_007530_2_	+	49996	50370	0.0	0.0	0.0
gene3707	truB	gi_50196905_ref_NC_007530_2_	-	3623269	3624192	0.0	0.0	0.0
gene5270	glpX	gi_50196905_ref_NC_007530_2_	-	5060856	5061821	0.0	0.0	0.0
gene4717	GBAA_5008	gi_50196905_ref_NC_007530_2_	-	4545961	4547025	0.0	0.0	0.0
gene1411	hisD	gi_50196905_ref_NC_007530_2_	+	1350481	1351770	0.0	0.0	0.0
gene1120	GBAA_1100	gi_50196905_ref_NC_007530_2_	+	1083998	1084132	0.0	0.0	0.0
gene2306	GBAA_2398	gi_50196905_ref_NC_007530_2_	+	2237326	2237859	0.0	0.0	0.0
gene3075	GBAA_3248	gi_50196905_ref_NC_007530_2_	-	2989220	2990206	0.0	0.0	0.0
gene2170	GBAA_2250	gi_50196905_ref_NC_007530_2_	-	2098922	2099383	0.0	0.0	0.0
gene4028	GBAA_4283	gi_50196905_ref_NC_007530_2_	-	3915333	3915770	0.0	0.0	0.0
gene54	spoVG	gi_50196905_ref_NC_007530_2_	+	50523	50816	0.0	0.0	0.0
gene2718	GBAA_2845	gi_50196905_ref_NC_007530_2_	+	2639145	2639369	0.0	0.0	0.0
gene3791	GBAA_4033	gi_50196905_ref_NC_007530_2_	-	3712927	3713241	0.0	0.0	0.0
gene2307	GBAA_2399	gi_50196905_ref_NC_007530_2_	+	2237933	2238799	0.0	0.0	0.0
gene5076	gap-2	gi_50196905_ref_NC_007530_2_	-	4863474	4864478	0.0	0.0	0.0
gene2171	asnO-3	gi_50196905_ref_NC_007530_2_	+	2099601	2101502	0.0	0.0	0.0
gene4126	bfmbAa	gi_50196905_ref_NC_007530_2_	-	3997794	3998795	0.0	0.0	0.0
gene55	glmU	gi_50196905_ref_NC_007530_2_	+	51139	52518	0.0	0.0	0.0
gene4635	GBAA_4925	gi_50196905_ref_NC_007530_2_	-	4473677	4473949	0.0	0.0	0.0
gene5221	GBAA_5526	gi_50196905_ref_NC_007530_2_	-	5016606	5017448	0.0	0.0	0.0
gene2719	dltD-2	gi_50196905_ref_NC_007530_2_	-	2639409	2640590	0.0	0.0	0.0
gene5413	GBAA_5726	gi_50196905_ref_NC_007530_2_	-	5216459	5217340	0.0	0.0	0.0
gene5122	ftsE	gi_50196905_ref_NC_007530_2_	-	4905504	4906148	0.0	0.0	0.0
gene1343	GBAA_1353	gi_50196905_ref_NC_007530_2_	+	1294881	1296575	0.0	0.0	0.0
gene1412	hisB	gi_50196905_ref_NC_007530_2_	+	1351770	1352354	0.0	0.0	0.0
gene2172	GBAA_2252	gi_50196905_ref_NC_007530_2_	+	2101596	2101955	0.0	0.0	0.0
gene4344	GBAA_4615	gi_50196905_ref_NC_007530_2_	-	4192302	4192568	0.0	0.0	0.0
gene56	prs	gi_50196905_ref_NC_007530_2_	+	52537	53490	0.0	0.0	0.0
gene4122	GBAA_4380	gi_50196905_ref_NC_007530_2_	-	3993350	3993775	0.0	0.0	0.0
gene340	GBAA_0311	gi_50196905_ref_NC_007530_2_	-	319799	320362	0.0	0.0	0.0
gene4617	megL	gi_50196905_ref_NC_007530_2_	-	4458119	4459294	0.0	0.0	0.0
gene2309	GBAA_2401	gi_50196905_ref_NC_007530_2_	-	2239933	2240535	0.0	0.0	0.0
gene2173	GBAA_2253	gi_50196905_ref_NC_007530_2_	+	2102004	2102333	0.0	0.0	0.0
gene3271	GBAA_3464	gi_50196905_ref_NC_007530_2_	+	3186672	3187088	0.0	0.0	0.0
gene57	spoVC	gi_50196905_ref_NC_007530_2_	+	53500	54123	0.0	0.0	0.0
gene4709	GBAA_5000	gi_50196905_ref_NC_007530_2_	-	4539861	4540124	0.0	0.0	0.0
gene341	GBAA_0312	gi_50196905_ref_NC_007530_2_	+	320835	321854	0.0	0.0	0.0
gene5129	comFC	gi_50196905_ref_NC_007530_2_	-	4912454	4913026	0.0	0.0	0.0
gene1880	GBAA_1934	gi_50196905_ref_NC_007530_2_	+	1820332	1821033	0.0	0.0	0.0
gene4636	GBAA_4926	gi_50196905_ref_NC_007530_2_	+	4474100	4474396	0.0	0.0	0.0
gene5345	acpD	gi_50196905_ref_NC_007530_2_	-	5143577	5144203	0.0	0.0	0.0
gene3221	GBAA_3413	gi_50196905_ref_NC_007530_2_	+	3137259	3137402	0.0	0.0	0.0
gene3709	GBAA_3949	gi_50196905_ref_NC_007530_2_	-	3624651	3624932	0.0	0.0	0.0
gene1344	GBAA_1354	gi_50196905_ref_NC_007530_2_	+	1296714	1297247	0.0	0.0	0.0
gene1413	hisH	gi_50196905_ref_NC_007530_2_	+	1352355	1352984	0.0	0.0	0.0
gene1122	GBAA_1103	gi_50196905_ref_NC_007530_2_	+	1085383	1085541	0.0	0.0	0.0
gene1156	gerPF-1	gi_50196905_ref_NC_007530_2_	-	1119714	1119929	0.0	0.0	0.0
gene4123	GBAA_4381	gi_50196905_ref_NC_007530_2_	-	3993942	3995120	0.0	0.0	0.0
gene1881	GBAA_1935	gi_50196905_ref_NC_007530_2_	+	1821055	1821915	0.0	0.0	0.0
gene4272	prmA	gi_50196905_ref_NC_007530_2_	-	4125367	4126305	0.0	0.0	0.0
gene3430	GBAA_3641	gi_50196905_ref_NC_007530_2_	-	3347534	3348253	0.0	0.0	0.0
gene2175	GBAA_2255	gi_50196905_ref_NC_007530_2_	+	2102767	2103729	0.0	0.0	0.0
gene3345	GBAA_3550	gi_50196905_ref_NC_007530_2_	+	3254743	3255372	0.0	0.0	0.0
gene4566	GBAA_4851	gi_50196905_ref_NC_007530_2_	+	4417012	4417515	0.0	0.0	0.0
gene59	mfd	gi_50196905_ref_NC_007530_2_	+	54524	58054	0.0	0.0	0.0
gene4029	GBAA_4284	gi_50196905_ref_NC_007530_2_	+	3915958	3916824	0.0	0.0	0.0
gene343	GBAA_0314	gi_50196905_ref_NC_007530_2_	+	322531	323385	0.0	0.0	0.0
gene1882	GBAA_1936	gi_50196905_ref_NC_007530_2_	+	1821917	1822918	0.0	0.0	0.0
gene3431	GBAA_3642	gi_50196905_ref_NC_007530_2_	-	3348366	3350072	0.0	0.0	0.0
gene2176	dat-1	gi_50196905_ref_NC_007530_2_	+	2103861	2104736	0.0	0.0	0.0
gene5346	GBAA_5661	gi_50196905_ref_NC_007530_2_	-	5144395	5145042	0.0	0.0	0.0
gene1932	GBAA_1991	gi_50196905_ref_NC_007530_2_	+	1874537	1874719	0.0	0.0	0.0
gene4618	rpsD	gi_50196905_ref_NC_007530_2_	+	4459692	4460294	0.0	0.0	0.0
gene5124	GBAA_5419	gi_50196905_ref_NC_007530_2_	-	4907055	4907237	0.0	0.0	0.0
gene344	GBAA_0315	gi_50196905_ref_NC_007530_2_	-	323552	324022	0.0	0.0	0.0
gene1414	hisA	gi_50196905_ref_NC_007530_2_	+	1352957	1353676	0.0	0.0	0.0
gene1123	GBAA_1106	gi_50196905_ref_NC_007530_2_	+	1085943	1086101	0.0	0.0	0.0
